sales_person,country,product,date,amount,boxes_shipped
Rafaelita Blaksland,Usa,Baker'S Choco Chips,2024-06-09,3083.39,55
Oby Sorrel,New Zealand,White Choc,2024-06-10,4822.33,42
Mallorie Waber,Canada,Caramel Stuffed Bars,2024-06-10,5093.92,524
Camilla Castle,Usa,Eclairs,2024-06-10,4879.55,427
Gunar Cockshoot,New Zealand,Fruit & Nut Bars,2024-06-10,9759.53,424
Marney O'Breen,Uk,Baker'S Choco Chips,2024-06-10,302.25,154
Ches Bonnell,Usa,Orange Choco,2024-06-10,1860.29,71
Marney O'Breen,Uk,Manuka Honey Choco,2024-06-10,11735.75,185
Roddy Speechley,India,Eclairs,2024-06-10,4985.9,311
Kaine Padly,Usa,Spicy Special Slims,2024-06-13,2319.1,189
Camilla Castle,New Zealand,Mint Chip Choco,2024-06-13,1293.02,201
Marney O'Breen,Uk,50% Dark Bites,2024-06-14,3506.38,126
Wilone O'Kielt,Usa,Drinking Coco,2024-06-14,1213.63,101
Van Tuxwell,India,Almond Choco,2024-06-14,7455.17,383
Marney O'Breen,New Zealand,Smooth Sliky Salty,2024-06-14,9057.64,56
Oby Sorrel,Usa,Milk Bars,2024-06-14,1815.29,79
Van Tuxwell,New Zealand,Smooth Sliky Salty,2024-06-14,3608.83,46
Andria Kimpton,New Zealand,Orange Choco,2024-06-14,9420.22,94
Roddy Speechley,Usa,Fruit & Nut Bars,2024-06-14,6322.14,26
Brien Boise,New Zealand,Manuka Honey Choco,2024-06-14,16807.37,44
Brien Boise,Canada,Raspberry Choco,2024-06-14,3172.23,46
Jan Morforth,Australia,50% Dark Bites,2024-06-14,3894.16,173
Gigi Bohling,Canada,Fruit & Nut Bars,2024-06-14,6093.61,104
Gunar Cockshoot,Australia,Fruit & Nut Bars,2024-06-15,7044.68,21
Brien Boise,New Zealand,70% Dark Bites,2024-06-15,7624.41,139
Jan Morforth,Uk,Orange Choco,2024-06-15,4116.96,203
Dotty Strutley,New Zealand,White Choc,2024-06-15,8423.36,63
Husein Augar,India,Raspberry Choco,2024-06-15,11595.41,153
Kaine Padly,Usa,Milk Bars,2024-06-15,18389.1,62
Marney O'Breen,Usa,Peanut Butter Cubes,2024-06-15,782.24,348
Ches Bonnell,India,Caramel Stuffed Bars,2024-06-15,7437.55,54
Brien Boise,New Zealand,White Choc,2024-06-15,6287.25,340
Wilone O'Kielt,Australia,Fruit & Nut Bars,2024-06-15,472.27,101
Mallorie Waber,Uk,Manuka Honey Choco,2024-06-15,9852.89,43
Van Tuxwell,Canada,Drinking Coco,2024-06-15,5294.88,679
Marney O'Breen,Usa,50% Dark Bites,2024-06-15,1117.77,114
Dennison Crosswaite,New Zealand,Manuka Honey Choco,2024-06-15,5932.84,303
Gigi Bohling,Usa,Milk Bars,2024-06-16,521.35,127
Brien Boise,India,After Nines,2024-06-16,6555.46,45
Kelci Walkden,India,Raspberry Choco,2024-06-16,9118.67,253
Madelene Upcott,Australia,85% Dark Bars,2024-06-16,1677.71,325
Curtice Advani,Canada,Spicy Special Slims,2024-06-16,911.46,126
Oby Sorrel,Canada,Raspberry Choco,2024-06-16,1941.25,221
Camilla Castle,New Zealand,Caramel Stuffed Bars,2024-06-17,4920.68,380
Dotty Strutley,Uk,70% Dark Bites,2024-06-20,1515.42,230
Van Tuxwell,India,Baker'S Choco Chips,2024-06-20,3566.77,426
Curtice Advani,India,Spicy Special Slims,2024-06-20,189.34,140
Kaine Padly,Australia,Fruit & Nut Bars,2024-06-20,7840.94,82
Andria Kimpton,New Zealand,Peanut Butter Cubes,2024-06-20,1119.94,283
Rafaelita Blaksland,Usa,Drinking Coco,2024-06-20,9333.45,78
Kelci Walkden,Canada,Fruit & Nut Bars,2024-06-20,881.49,152
Van Tuxwell,Australia,Milk Bars,2024-06-20,9471.51,95
Beverie Moffet,Australia,Eclairs,2024-06-20,2134.65,6
Gigi Bohling,India,Eclairs,2024-06-21,3916.92,74
Oby Sorrel,Australia,Milk Bars,2024-06-21,9231.31,278
Gigi Bohling,Uk,70% Dark Bites,2024-06-21,942.02,84
Roddy Speechley,India,After Nines,2024-06-22,3015.47,115
Jan Morforth,Uk,White Choc,2024-06-22,9409.06,46
Kaine Padly,Usa,85% Dark Bars,2024-06-22,564.67,256
Dennison Crosswaite,India,99% Dark & Pure,2024-06-23,8328.8,327
Jehu Rudeforth,Canada,Orange Choco,2024-06-23,4334.75,529
Ches Bonnell,New Zealand,After Nines,2024-06-23,6651.11,377
Kelci Walkden,New Zealand,Baker'S Choco Chips,2024-06-23,3389.96,115
Kelci Walkden,Uk,85% Dark Bars,2024-06-23,4811.88,242
Beverie Moffet,India,Organic Choco Syrup,2024-06-23,1123.57,19
Gunar Cockshoot,Canada,Raspberry Choco,2024-06-23,2223.49,127
Barr Faughny,New Zealand,50% Dark Bites,2024-06-23,5185.36,321
Gigi Bohling,Uk,85% Dark Bars,2024-06-23,13136.08,90
Marney O'Breen,Australia,Spicy Special Slims,2024-06-23,14687.62,293
Camilla Castle,Usa,50% Dark Bites,2024-06-23,6962.79,303
Roddy Speechley,Australia,Almond Choco,2024-06-24,4928.3,71
Kaine Padly,Canada,99% Dark & Pure,2024-06-24,1420.22,422
Karlen Mccaffrey,Canada,70% Dark Bites,2024-06-24,9089.21,602
Karlen Mccaffrey,Australia,70% Dark Bites,2024-06-24,278.78,332
Jehu Rudeforth,Australia,Peanut Butter Cubes,2024-06-24,6623.03,39
Oby Sorrel,Canada,50% Dark Bites,2024-06-24,7301.81,134
Curtice Advani,Uk,Fruit & Nut Bars,2024-06-24,12197.19,135
Van Tuxwell,Canada,Peanut Butter Cubes,2024-06-24,7527.84,306
Van Tuxwell,India,After Nines,2024-06-27,15626.93,225
Gunar Cockshoot,Uk,Manuka Honey Choco,2024-06-27,7917.76,50
Beverie Moffet,Australia,White Choc,2024-06-27,2659.78,178
Jehu Rudeforth,Uk,After Nines,2024-06-27,2048.13,172
Van Tuxwell,New Zealand,Mint Chip Choco,2024-06-27,4486.37,104
Jan Morforth,Usa,Fruit & Nut Bars,2024-06-27,5187.72,382
Oby Sorrel,Uk,White Choc,2024-06-27,1998.41,303
Beverie Moffet,Usa,70% Dark Bites,2024-06-27,2636.16,110
Roddy Speechley,India,Orange Choco,2024-06-27,4813.53,19
Karlen Mccaffrey,India,Orange Choco,2024-06-27,3745.21,161
Van Tuxwell,Canada,Almond Choco,2024-06-27,3631.78,71
Brien Boise,Australia,Eclairs,2024-06-27,8222.65,92
Ches Bonnell,Uk,85% Dark Bars,2024-06-28,17237.67,13
Andria Kimpton,Australia,Drinking Coco,2024-06-28,1797.26,49
Karlen Mccaffrey,New Zealand,85% Dark Bars,2024-06-28,6350.37,59
Husein Augar,Australia,Orange Choco,2024-06-28,10322.19,182
Curtice Advani,Australia,Organic Choco Syrup,2024-06-28,3717.35,322
Kelci Walkden,India,99% Dark & Pure,2024-06-28,2411.93,248
Gunar Cockshoot,New Zealand,Spicy Special Slims,2024-06-28,7712.91,192
Brien Boise,Uk,Manuka Honey Choco,2024-06-28,73.91,101
Gigi Bohling,New Zealand,Manuka Honey Choco,2024-06-28,8728.8,272
Jan Morforth,Usa,Orange Choco,2024-06-29,1082.0,158
Van Tuxwell,Uk,Eclairs,2024-06-29,5776.61,114
Curtice Advani,Australia,50% Dark Bites,2024-06-29,603.97,239
Kelci Walkden,Uk,Fruit & Nut Bars,2024-06-29,15540.41,520
Mallorie Waber,Australia,Spicy Special Slims,2024-06-29,6476.09,304
Jehu Rudeforth,Uk,White Choc,2024-06-29,2015.93,304
Rafaelita Blaksland,Uk,99% Dark & Pure,2024-06-29,14086.69,157
Karlen Mccaffrey,Usa,Drinking Coco,2024-06-29,132.68,243
Gigi Bohling,New Zealand,50% Dark Bites,2024-06-29,6723.42,67
Kaine Padly,Uk,Orange Choco,2024-06-29,2252.94,196
Mallorie Waber,Uk,Mint Chip Choco,2024-06-29,6767.42,2
Beverie Moffet,Uk,White Choc,2024-06-30,7108.96,80
Oby Sorrel,Uk,Organic Choco Syrup,2024-06-30,8471.68,162
Gunar Cockshoot,Uk,Choco Coated Almonds,2024-06-30,6154.53,132
Gunar Cockshoot,Usa,85% Dark Bars,2024-06-30,8347.3,138
Barr Faughny,Canada,Orange Choco,2024-06-30,8285.38,18
Oby Sorrel,Australia,85% Dark Bars,2024-06-30,7488.06,28
Kelci Walkden,Australia,99% Dark & Pure,2024-06-30,3794.1,36
Andria Kimpton,Usa,Raspberry Choco,2024-06-30,15531.78,22
Gigi Bohling,Uk,Drinking Coco,2024-06-30,6173.15,46
Karlen Mccaffrey,Uk,Almond Choco,2024-06-30,8101.98,138
Dennison Crosswaite,India,85% Dark Bars,2024-06-30,4886.15,23
Husein Augar,India,Orange Choco,2024-06-30,4781.14,38
Jan Morforth,New Zealand,Mint Chip Choco,2024-06-30,21381.14,311
Barr Faughny,Australia,Fruit & Nut Bars,2024-06-30,16572.07,57
Ches Bonnell,New Zealand,Caramel Stuffed Bars,2024-06-30,8546.72,41
Dennison Crosswaite,Usa,Almond Choco,2024-06-30,13786.87,85
Mallorie Waber,New Zealand,Organic Choco Syrup,2024-07-01,5318.0,281
Gunar Cockshoot,Canada,Mint Chip Choco,2024-07-01,8936.91,442
Kaine Padly,New Zealand,Spicy Special Slims,2024-07-01,8755.31,38
Brien Boise,Australia,99% Dark & Pure,2024-07-04,3356.17,111
Jan Morforth,Australia,Orange Choco,2024-07-04,3418.05,117
Husein Augar,Australia,Eclairs,2024-07-04,7914.74,31
Camilla Castle,India,50% Dark Bites,2024-07-04,10590.61,430
Mallorie Waber,Usa,Manuka Honey Choco,2024-07-04,5910.67,100
Kelci Walkden,India,Drinking Coco,2024-07-04,8328.52,238
Karlen Mccaffrey,India,Manuka Honey Choco,2024-07-04,2696.1,605
Beverie Moffet,India,White Choc,2024-07-04,1900.09,297
Curtice Advani,India,White Choc,2024-07-04,7666.62,347
Jan Morforth,India,Caramel Stuffed Bars,2024-07-04,99.5,161
Roddy Speechley,Australia,Organic Choco Syrup,2024-07-04,4375.45,79
Barr Faughny,Australia,White Choc,2024-07-04,9402.26,401
Kaine Padly,Canada,Peanut Butter Cubes,2024-07-04,3653.39,185
Gigi Bohling,Canada,Spicy Special Slims,2024-07-04,13644.0,281
Dennison Crosswaite,New Zealand,White Choc,2024-07-05,10113.4,155
Barr Faughny,Uk,White Choc,2024-07-05,1959.22,70
Jehu Rudeforth,India,50% Dark Bites,2024-07-05,4055.71,137
Ches Bonnell,Australia,Eclairs,2024-07-05,4906.57,128
Husein Augar,Uk,After Nines,2024-07-05,3707.27,392
Curtice Advani,India,70% Dark Bites,2024-07-05,2453.44,43
Madelene Upcott,Australia,Organic Choco Syrup,2024-07-05,12094.34,52
Madelene Upcott,Canada,Peanut Butter Cubes,2024-07-05,17813.77,120
Oby Sorrel,India,85% Dark Bars,2024-07-05,9928.42,130
Oby Sorrel,Canada,Organic Choco Syrup,2024-07-05,1392.99,70
Dotty Strutley,Australia,White Choc,2024-07-05,6969.38,102
Beverie Moffet,Canada,Drinking Coco,2024-07-05,1172.53,124
Van Tuxwell,Usa,Fruit & Nut Bars,2024-07-05,7093.33,233
Gigi Bohling,Canada,Drinking Coco,2024-07-06,3716.17,89
Karlen Mccaffrey,India,Almond Choco,2024-07-06,6580.43,147
Ches Bonnell,India,Spicy Special Slims,2024-07-06,12562.81,101
Jan Morforth,Uk,Almond Choco,2024-07-06,10817.45,151
Rafaelita Blaksland,New Zealand,After Nines,2024-07-07,1245.91,90
Wilone O'Kielt,Australia,Organic Choco Syrup,2024-07-07,2003.05,110
Kelci Walkden,New Zealand,After Nines,2024-07-07,170.24,75
Dennison Crosswaite,India,Smooth Sliky Salty,2024-07-07,3429.85,9
Madelene Upcott,India,Raspberry Choco,2024-07-07,4758.69,10
Brien Boise,Usa,Milk Bars,2024-07-07,16001.54,133
Kelci Walkden,Canada,Milk Bars,2024-07-07,17518.04,28
Barr Faughny,Uk,Mint Chip Choco,2024-07-07,3950.65,324
Curtice Advani,Canada,99% Dark & Pure,2024-07-07,14990.79,7
Oby Sorrel,New Zealand,Smooth Sliky Salty,2024-07-07,9261.26,65
Gigi Bohling,India,Peanut Butter Cubes,2024-07-07,5159.07,87
Curtice Advani,India,Fruit & Nut Bars,2024-07-07,5693.6,177
Jehu Rudeforth,Uk,85% Dark Bars,2024-07-07,6569.4,66
Jehu Rudeforth,Usa,Smooth Sliky Salty,2024-07-07,7900.11,168
Husein Augar,Usa,Eclairs,2024-07-07,4449.37,113
Marney O'Breen,New Zealand,Organic Choco Syrup,2024-07-08,10337.23,49
Roddy Speechley,Australia,85% Dark Bars,2024-07-08,4590.0,78
Andria Kimpton,Canada,Smooth Sliky Salty,2024-07-08,1223.79,81
Karlen Mccaffrey,Australia,Almond Choco,2024-07-08,8130.06,140
Oby Sorrel,India,Organic Choco Syrup,2024-07-08,6468.82,59
Gigi Bohling,Australia,Caramel Stuffed Bars,2024-07-08,9117.77,154
Brien Boise,New Zealand,Eclairs,2024-07-11,5270.33,323
Mallorie Waber,Canada,Choco Coated Almonds,2024-07-11,5706.43,247
Jehu Rudeforth,Canada,Smooth Sliky Salty,2024-07-11,6199.12,132
Van Tuxwell,New Zealand,50% Dark Bites,2024-07-11,4332.41,10
Dennison Crosswaite,Usa,Caramel Stuffed Bars,2024-07-11,2757.16,463
Marney O'Breen,India,After Nines,2024-07-11,2816.85,188
Ches Bonnell,Uk,Smooth Sliky Salty,2024-07-11,6503.75,116
Oby Sorrel,Uk,Milk Bars,2024-07-11,6831.03,243
Van Tuxwell,Uk,85% Dark Bars,2024-07-11,4179.91,140
Wilone O'Kielt,New Zealand,Manuka Honey Choco,2024-07-11,4051.88,253
Wilone O'Kielt,New Zealand,Fruit & Nut Bars,2024-07-11,7736.85,95
Curtice Advani,Usa,Spicy Special Slims,2024-07-11,1679.89,287
Gigi Bohling,Canada,White Choc,2024-07-11,6987.59,4
Wilone O'Kielt,Uk,Organic Choco Syrup,2024-07-12,5574.83,52
Curtice Advani,Australia,Orange Choco,2024-07-12,917.35,140
Curtice Advani,Uk,Drinking Coco,2024-07-12,494.27,186
Rafaelita Blaksland,Canada,Drinking Coco,2024-07-12,10772.0,192
Brien Boise,New Zealand,Baker'S Choco Chips,2024-07-12,6790.41,26
Madelene Upcott,Australia,Raspberry Choco,2024-07-13,7023.94,89
Curtice Advani,Australia,Almond Choco,2024-07-13,3136.53,74
Dotty Strutley,Usa,Fruit & Nut Bars,2024-07-13,3315.64,268
Roddy Speechley,Canada,Milk Bars,2024-07-13,723.37,33
Dennison Crosswaite,Australia,Drinking Coco,2024-07-13,7497.22,184
Husein Augar,Usa,White Choc,2024-07-13,2438.56,61
Jan Morforth,Canada,After Nines,2024-07-13,5384.52,180
Van Tuxwell,Australia,50% Dark Bites,2024-07-13,779.04,134
Dotty Strutley,Uk,Mint Chip Choco,2024-07-14,2837.65,212
Andria Kimpton,Usa,Fruit & Nut Bars,2024-07-15,1536.82,386
Beverie Moffet,India,Drinking Coco,2024-07-15,6756.17,45
Beverie Moffet,Canada,White Choc,2024-07-15,10573.29,179
Brien Boise,Australia,Organic Choco Syrup,2024-07-15,4768.88,281
Jehu Rudeforth,Canada,Drinking Coco,2024-07-15,473.99,25
Karlen Mccaffrey,Canada,50% Dark Bites,2024-07-15,3248.0,64
Karlen Mccaffrey,Canada,Organic Choco Syrup,2024-07-15,2769.94,302
Camilla Castle,India,Peanut Butter Cubes,2024-07-15,14102.83,291
Ches Bonnell,New Zealand,Organic Choco Syrup,2024-07-15,8134.67,83
Karlen Mccaffrey,India,Mint Chip Choco,2024-07-15,11650.88,192
Wilone O'Kielt,Usa,Milk Bars,2024-07-15,5298.68,96
Gigi Bohling,Uk,50% Dark Bites,2024-07-18,8937.37,66
Oby Sorrel,Uk,After Nines,2024-07-18,2555.95,109
Dennison Crosswaite,Usa,Organic Choco Syrup,2024-07-18,14731.55,132
Marney O'Breen,Uk,Caramel Stuffed Bars,2024-07-19,4198.08,107
Camilla Castle,Uk,Peanut Butter Cubes,2024-07-19,5267.69,120
Marney O'Breen,India,85% Dark Bars,2024-07-19,2553.41,183
Dotty Strutley,Australia,Drinking Coco,2024-07-19,105.06,140
Barr Faughny,Canada,50% Dark Bites,2024-07-19,10917.59,302
Madelene Upcott,Canada,Choco Coated Almonds,2024-07-20,3766.32,300
Ches Bonnell,Usa,Milk Bars,2024-07-21,2770.47,159
Kelci Walkden,Usa,Organic Choco Syrup,2024-07-21,10772.46,150
Madelene Upcott,Uk,Organic Choco Syrup,2024-07-21,7943.17,174
Camilla Castle,New Zealand,Peanut Butter Cubes,2024-07-21,1754.64,62
Andria Kimpton,Canada,Manuka Honey Choco,2024-07-21,5538.85,492
Van Tuxwell,India,Eclairs,2024-07-21,11064.27,104
Kaine Padly,Usa,Caramel Stuffed Bars,2024-07-21,6143.64,117
Oby Sorrel,India,Drinking Coco,2024-07-21,19390.61,141
Marney O'Breen,India,99% Dark & Pure,2024-07-22,12398.37,161
Roddy Speechley,Usa,Manuka Honey Choco,2024-07-22,10245.0,329
Gigi Bohling,Usa,Smooth Sliky Salty,2024-07-22,2960.99,133
Jan Morforth,Usa,Peanut Butter Cubes,2024-07-22,10463.57,109
Brien Boise,Usa,99% Dark & Pure,2024-07-25,7650.76,358
Madelene Upcott,Australia,50% Dark Bites,2024-07-25,8295.88,6
Oby Sorrel,Usa,Manuka Honey Choco,2024-07-25,5050.53,85
Andria Kimpton,Uk,99% Dark & Pure,2024-07-25,1258.54,72
Jan Morforth,Canada,Fruit & Nut Bars,2024-07-25,9885.53,217
Van Tuxwell,Uk,Milk Bars,2024-07-25,4991.22,92
Kelci Walkden,Usa,Drinking Coco,2024-07-26,7720.37,156
Ches Bonnell,Canada,Organic Choco Syrup,2024-07-26,616.09,238
Van Tuxwell,Usa,After Nines,2024-07-26,709.25,263
Mallorie Waber,India,White Choc,2024-07-26,969.15,233
Rafaelita Blaksland,Usa,Smooth Sliky Salty,2024-07-27,17662.05,230
Brien Boise,Australia,Drinking Coco,2024-07-27,7192.41,159
Gigi Bohling,Australia,Drinking Coco,2024-07-27,2960.0,141
Camilla Castle,Canada,70% Dark Bites,2024-07-27,10791.08,166
Marney O'Breen,Australia,Choco Coated Almonds,2024-07-27,11987.26,41
Jan Morforth,Australia,White Choc,2024-07-27,3766.49,33
Brien Boise,Australia,Milk Bars,2024-07-27,2356.21,54
Rafaelita Blaksland,India,Almond Choco,2024-07-27,3589.91,106
Beverie Moffet,Usa,50% Dark Bites,2024-07-28,2941.65,360
Van Tuxwell,Usa,99% Dark & Pure,2024-07-28,13435.98,6
Marney O'Breen,Australia,Milk Bars,2024-07-28,2715.92,423
Dotty Strutley,Uk,Almond Choco,2024-07-28,17104.04,103
Ches Bonnell,Usa,Organic Choco Syrup,2024-07-28,8754.31,14
Gunar Cockshoot,Canada,Almond Choco,2024-07-28,1469.24,29
Gunar Cockshoot,India,Caramel Stuffed Bars,2024-07-28,2941.72,220
Jehu Rudeforth,Usa,Orange Choco,2024-07-28,437.48,174
Dotty Strutley,India,Eclairs,2024-07-28,2504.62,397
Jan Morforth,New Zealand,Manuka Honey Choco,2024-07-28,1743.87,259
Karlen Mccaffrey,New Zealand,Drinking Coco,2024-07-28,181.84,167
Kelci Walkden,India,Mint Chip Choco,2024-07-28,3105.45,116
Barr Faughny,Australia,Caramel Stuffed Bars,2024-07-29,3192.06,54
Dennison Crosswaite,India,Fruit & Nut Bars,2024-07-29,1126.87,23
Mallorie Waber,Australia,Milk Bars,2024-07-29,3112.2,107
Barr Faughny,India,After Nines,2024-07-29,9558.06,117
Barr Faughny,New Zealand,Raspberry Choco,2024-07-29,7667.99,69
Van Tuxwell,India,85% Dark Bars,2024-08-01,9005.87,90
Madelene Upcott,Australia,99% Dark & Pure,2024-08-01,4911.08,163
Jan Morforth,India,Baker'S Choco Chips,2024-08-01,15497.27,85
Gunar Cockshoot,New Zealand,Choco Coated Almonds,2024-08-01,14722.35,61
Rafaelita Blaksland,Canada,Caramel Stuffed Bars,2024-08-01,7951.43,109
Oby Sorrel,Canada,99% Dark & Pure,2024-08-01,4151.7,424
Brien Boise,New Zealand,Mint Chip Choco,2024-08-01,71.41,188
Curtice Advani,Canada,Smooth Sliky Salty,2024-08-01,2901.91,12
Kelci Walkden,Uk,Orange Choco,2024-08-01,4010.08,3
Mallorie Waber,Australia,Almond Choco,2024-08-01,8273.83,130
Dennison Crosswaite,Canada,85% Dark Bars,2024-08-01,11719.06,87
Dotty Strutley,Australia,Mint Chip Choco,2024-08-01,7571.51,26
Kaine Padly,Australia,50% Dark Bites,2024-08-02,10123.96,84
Camilla Castle,India,99% Dark & Pure,2024-08-02,227.55,225
Karlen Mccaffrey,Canada,Spicy Special Slims,2024-08-02,6779.99,46
Wilone O'Kielt,New Zealand,85% Dark Bars,2024-08-02,2043.06,121
Jan Morforth,Uk,Caramel Stuffed Bars,2024-08-02,3541.73,494
Karlen Mccaffrey,New Zealand,70% Dark Bites,2024-08-02,150.42,40
Jan Morforth,Canada,Caramel Stuffed Bars,2024-08-02,10049.72,118
Jan Morforth,India,Smooth Sliky Salty,2024-08-03,12864.47,93
Marney O'Breen,New Zealand,Peanut Butter Cubes,2024-08-03,8950.59,189
Rafaelita Blaksland,Australia,Manuka Honey Choco,2024-08-03,5245.6,144
Wilone O'Kielt,Australia,50% Dark Bites,2024-08-03,11000.85,112
Ches Bonnell,India,Smooth Sliky Salty,2024-08-03,8503.93,19
Kaine Padly,Uk,Choco Coated Almonds,2024-08-03,9412.06,123
Kaine Padly,Usa,50% Dark Bites,2024-08-03,77.1,26
Beverie Moffet,New Zealand,Baker'S Choco Chips,2024-08-03,1517.05,147
Rafaelita Blaksland,Uk,Spicy Special Slims,2024-08-03,10001.95,132
Dotty Strutley,Canada,Raspberry Choco,2024-08-03,4722.39,258
Dennison Crosswaite,Uk,White Choc,2024-08-03,8338.51,270
Husein Augar,New Zealand,After Nines,2024-08-04,6878.47,7
Dotty Strutley,New Zealand,Orange Choco,2024-08-04,2204.17,145
Wilone O'Kielt,India,After Nines,2024-08-04,13808.46,270
Beverie Moffet,Australia,Baker'S Choco Chips,2024-08-04,3360.74,119
Gunar Cockshoot,Canada,After Nines,2024-08-04,3038.32,220
Ches Bonnell,Canada,Spicy Special Slims,2024-08-05,6092.47,201
Camilla Castle,New Zealand,85% Dark Bars,2024-08-08,17841.92,53
Wilone O'Kielt,Canada,Fruit & Nut Bars,2024-08-08,3665.13,191
Husein Augar,Usa,85% Dark Bars,2024-08-08,415.67,59
Camilla Castle,India,Drinking Coco,2024-08-08,503.52,167
Gunar Cockshoot,India,Mint Chip Choco,2024-08-08,4737.32,74
Brien Boise,India,85% Dark Bars,2024-08-09,21044.07,210
Gigi Bohling,New Zealand,Raspberry Choco,2024-08-09,1225.12,186
Gunar Cockshoot,New Zealand,After Nines,2024-08-09,7605.55,154
Brien Boise,Canada,Manuka Honey Choco,2024-08-09,7308.24,178
Dotty Strutley,Usa,99% Dark & Pure,2024-08-09,4134.93,307
Andria Kimpton,Australia,Baker'S Choco Chips,2024-08-09,350.27,117
Gunar Cockshoot,India,50% Dark Bites,2024-08-09,13731.44,82
Van Tuxwell,Australia,Organic Choco Syrup,2024-08-10,22943.37,14
Dennison Crosswaite,Canada,Spicy Special Slims,2024-08-10,2711.58,216
Beverie Moffet,Uk,99% Dark & Pure,2024-08-10,3821.76,122
Gunar Cockshoot,Usa,Organic Choco Syrup,2024-08-10,2495.71,310
Dotty Strutley,Uk,Caramel Stuffed Bars,2024-08-10,6448.87,244
Dotty Strutley,Usa,Manuka Honey Choco,2024-08-10,320.11,201
Roddy Speechley,India,Smooth Sliky Salty,2024-08-10,6014.3,141
Andria Kimpton,Canada,Eclairs,2024-08-11,337.37,120
Karlen Mccaffrey,Australia,After Nines,2024-08-11,2528.14,67
Kelci Walkden,New Zealand,Spicy Special Slims,2024-08-11,695.32,68
Gunar Cockshoot,Uk,Raspberry Choco,2024-08-11,8043.29,344
Curtice Advani,Australia,After Nines,2024-08-11,71.99,101
Dennison Crosswaite,Usa,Baker'S Choco Chips,2024-08-11,18481.73,295
Gunar Cockshoot,Canada,White Choc,2024-08-11,8578.4,15
Jan Morforth,India,Choco Coated Almonds,2024-08-12,2987.81,136
Kaine Padly,Canada,Almond Choco,2024-08-12,7220.35,71
Kelci Walkden,Uk,99% Dark & Pure,2024-08-12,3672.65,124
Oby Sorrel,Usa,Baker'S Choco Chips,2024-08-12,8485.1,120
Dotty Strutley,India,Spicy Special Slims,2024-08-12,1092.36,209
Karlen Mccaffrey,Canada,Peanut Butter Cubes,2024-08-12,3691.6,154
Madelene Upcott,Uk,Peanut Butter Cubes,2024-08-12,8698.47,89
Gunar Cockshoot,Usa,After Nines,2024-08-15,4273.09,280
Dotty Strutley,India,White Choc,2024-08-15,12998.67,317
Karlen Mccaffrey,Usa,Eclairs,2024-08-15,1017.17,123
Kelci Walkden,Canada,99% Dark & Pure,2024-08-15,5598.05,51
Husein Augar,Canada,Choco Coated Almonds,2024-08-15,3997.02,411
Rafaelita Blaksland,Usa,White Choc,2024-08-16,5520.0,120
Roddy Speechley,Uk,Peanut Butter Cubes,2024-08-17,6770.35,173
Ches Bonnell,New Zealand,Milk Bars,2024-08-17,5306.48,128
Gigi Bohling,Australia,Almond Choco,2024-08-17,1084.26,120
Jan Morforth,Uk,Manuka Honey Choco,2024-08-18,3768.3,212
Beverie Moffet,Usa,Peanut Butter Cubes,2024-08-18,15722.43,351
Kelci Walkden,Usa,99% Dark & Pure,2024-08-18,8853.16,261
